Nom,Prix,Description,Isbn,Photo,Editeur,Categorie
Journal de Prière pour Femme: Carnet de note Chrétien et cahier de gratitude hebdomadaire | Rose,13.29,,979-8769417474,https://m.media-amazon.com/images/I/71v8XEWkJcL._SY522_.jpg,Independently published (18 novembre 2021),Correspondances et memoires
Carnet de lecture,8.72,"Amoureux·ses de livres, dévoreur·euse·s de pages... ce carnet est fait pour vous !

Bookloveuse depuis toujours, Julia Myotte (@bookss_addict) a imaginé pour vous ce carnet de lecture personnalisable.

Laissez libre cours à votre passion grâce à ses 100 pages dans lesquelles vous pourrez noter vos citations préférées, attribuer une note et commenter vos dernières lectures.

Wishlist, Pile à lire, Bingo, agenda des prochaines sorties, book awards, ABC challenge, trackers de lecture... Ce bel ouvrage à la fabrication délicate regorge de défis pour vous challenger, faire le bilan et garder un souvenir précieux de vos lectures tout au long de l&#39année.

En bonus : donnez vie à votre carnet grâce à 3 pages de dessins faciles à reproduire !",978-2036070240,https://m.media-amazon.com/images/I/71s5qU+CtSL._SY466_.jpg,Larousse; Illustrated édition (8 janvier 2025),Correspondances et memoires
Le mythe de Sisyphe,16.33,"""Il n&#39y a qu&#39un problème philosophique vraiment sérieux : c&#39est le suicide."" Avec cette formule foudroyante, qui semble rayer d&#39un trait toute la philosophie, un jeune homme de moins de trente ans commence son analyse de la sensibilité absurde. Il décrit le ""mal de l&#39esprit"" dont souffre l&#39époque actuelle : ""L&#39absurde naît de la confrontation de l&#39appel humain avec le silence déraisonnable du monde.""",978-2070322886,https://m.media-amazon.com/images/I/41vokzMmbrL._SY445_SX342_.jpg,FOLIO ESSAIS (21 février 1985),Correspondances et memoires
La Grève : Atlas Shrugged,9.88,,978-2251444178,https://m.media-amazon.com/images/I/51iqoXWeCiL._SY522_.jpg,Les Belles Lettres; 1er édition (22 septembre 2011),Correspondances et memoires
La Défaite de l&#39Occident,7.12,"L&#39implosion de l&#39URSS a remis l&#39histoire en mouvement. Elle avait plongé la Russie dans une crise violente. Elle avait surtout créé un vide planétaire qui a aspiré l&#39Amérique, pourtant elle-même en crise dès 1980. Un mouvement paradoxal s&#39est alors déclenché : l&#39expansion conquérante d&#39un Occident qui dépérissait en son coeur. La disparition du protestantisme a mené l&#39Amérique, par étapes, du néo-libéralisme au nihilisme ; et la Grande-Bretagne, de la financiarisation à la perte du sens de l&#39humour. L&#39état zéro de la religion a conduit l&#39Union européenne au suicide mais l&#39Allemagne devrait ressusciter. Entre 2016 et 2022, le nihilisme occidental a fusionné avec celui de l&#39Ukraine, né lui de la décomposition de la sphère soviétique. Ensemble, OTAN et Ukraine sont venus buter sur une Russie stabilisée, redevenue une grande puissance, désormais conservatrice, rassurante pour ce Reste du monde qui ne veut pas suivre l&#39Occident dans son aventure. Les dirigeants russes ont décidé une bataille d&#39arrêt : ils ont défié l&#39OTAN et envahi l&#39Ukraine. Mobilisant les ressources de l&#39économie critique, de la sociologie religieuse et de l&#39anthropologie des profondeurs, Emmanuel Todd nous propose un tour du monde réel, de la Russie à l&#39Ukraine, des anciennes démocraties populaires à l&#39Allemagne, de la Grande-Bretagne à la Scandinavie et aux États-Unis, sans oublier ce Reste du monde dont le choix a décidé de l&#39issue de la guerre.",978-2073041135,https://m.media-amazon.com/images/I/4180eR-oBtL._SY445_SX342_.jpg,GALLIMARD (11 janvier 2024),Correspondances et memoires
Entreprendre pour être libre: Mon histoire et mes conseils pour passer à l&#39action,10.41,"""Je vais vous raconter mon histoire, autour d&#39une liste de principes qui ont guidé et balisé mon parcours. Vous y découvrirez comment j&#39ai lancé ma première entreprise, et pourquoi je l&#39ai abandonnée pour changer de cap. Vous suivrez mes pérégrinations en Roumanie, en Lettonie, puis autour du monde lorsque je me suis improvisé joueur de poker. Vous y lirez toute l&#39aventure de Ledger, sa création, ses succès et ses échecs, jusqu&#39à son entrée au panthéon des licornes, tandis que je volais en éclats. Enfin, je vous révélerai comment j&#39ai rejoint le casting de",978-2359852271,https://m.media-amazon.com/images/I/41aHfgYrPKL._SY445_SX342_.jpg,M6 Editions (17 janvier 2024),Correspondances et memoires
Une vie,6.44,,978-2253127765,https://m.media-amazon.com/images/I/71CUud+k3OL._SY522_.jpg,Le Livre de Poche (26 août 2009),Correspondances et memoires
"Le deuxième sexe, tome 1 : Les faits et les mythes",16.32,"""Nous commencerons par discuter les points de vue pris sur la femme par la biologie, la psychanalyse, le matérialisme historique. Nous essaierons de montrer ensuite positivement comment la ""réalité féminine"" s&#39est constituée, pourquoi la femme a été définie comme l&#39Autre et quelles en ont été les conséquences du point de vue des hommes. Alors nous décrirons du point de vue des femmes le monde tel qu&#39il leur est proposé ; et nous pourrons comprendre à quelles difficultés elles se heurtent au moment où, essayant de s&#39évader de la sphère qui leur a été jusqu&#39à présent assignée, elles prétendent participer au mitsein humain.""Simone de Beauvoir.",978-2070323517,https://m.media-amazon.com/images/I/81eqA1N-ntL._SY522_.jpg,FOLIO ESSAIS (21 avril 1986),Correspondances et memoires
Le monde confisqué: Essai sur le capitalisme de la finitude (XVIᵉ - XXIᵉ siècle),15.02,"L&#39utopie néolibérale d&#39une croissance globale et continue des richesses est désormais derrière nous. Mais le capitalisme n&#39est pas mort pour autant. Sa forme actuelle n&#39est ni réellement nouvelle ni totalement inconnue, car elle est propre à tous les âges où domine le sentiment angoissant d&#39un monde "" fini "", borné et limité, qu&#39il faut s&#39accaparer dans la précipitation. Ce capitalisme se caractérise par la privatisation et la militarisation des mers, un "" commerce "" monopolistique et rentier qui s&#39exerce au sein d&#39empires territoriaux, l&#39appropriation des espaces physiques et cybers par de gigantesques compagnies privées aux prérogatives souveraines, qui dictent leurs rythmes. Dans cet essai, Arnaud Orain dévoile ce "" capitalisme de la finitude "" et en éclaire les mécanismes aux trois périodes où il s&#39épanouit : XVIᵉ - XVIIIᵉ siècle, 1880-1945, 2010 à nos jours. L&#39auteur offre une toute nouvelle perspective sur l&#39histoire mondiale et éclaire les grands enjeux de notre temps.",978-2080466570,https://m.media-amazon.com/images/I/71phmkkp4+L._SY522_.jpg,FLAMMARION (22 janvier 2025),Correspondances et memoires
Reconnaître le fascisme,11.42,Paru en Italie en 1997 dans un volume d’essais intitulé,978-2246837060,https://m.media-amazon.com/images/I/61NEIgRJMnL._SY522_.jpg,Grasset (17 janvier 2024),Correspondances et memoires
L&#39existentialisme est un humanisme,6.15,Présentation et notes d&#39Arlette Elkaïm-Sartre,978-2070329137,https://m.media-amazon.com/images/I/517zZckjzCL._SY445_SX342_.jpg,Gallimard (15 mars 1996),Correspondances et memoires
D&#39une vie à l&#39autre: 15 histoires inoubliables d&#39un passeur d&#39âmes,15.41,"""Psychologue. Il paraît que c’est le nom de mon métier. Je me sens plutôt druide. Petit, j’adorais Panoramix. Concrètement, j’accompagne des patients malades et en fin de vie. Ça a l’air triste comme ça, mais dans « fin de vie » il y a surtout « vie ».""

Éric Dudoit est psychologue en soins palliatifs au centre hospitalier La Timone à Marseille. Il est également passeur d’âmes.

Dans un récit vibrant de douceur et d’humanité, ce psy hors normes qui se qualifie lui-même de « gros doudou qui apaise », livre des fragments de vie partagés avec celles et ceux qu&#39il accompagne au seuil du grand voyage.

""Le livre d’Éric Dudoit, je l’ai lu d’une traite. Il n’est pas seulement bien écrit. Il n’est pas seulement intéressant. Il sort de l’ordinaire. Car il est rare de lire sous la plume d’un psychologue, une telle capacité d’humour, de distance et d’humanité.""
Marie de Hennezel, psychologue et auteure.

Éric Dudoit est diplômé en psychopathologie, psychologie clinique et théologie. Il est responsable de l’unité de psycho-oncologie du service de soins palliatifs et oncologie médicale à l&#39hôpital de la Timone à Marseille. Il est également chargé de cours à l’université de Provence et à l’université de médecine de la Méditerranée.",978-2036055520,https://m.media-amazon.com/images/I/71L94+6p7rL._SY522_.jpg,Larousse (15 janvier 2025),Correspondances et memoires
Fragments d&#39un discours amoureux,5.39,,978-2020046053,https://m.media-amazon.com/images/I/41BN+TdyXsL._SY445_SX342_.jpg,Seuil; Seuil édition (1 avril 1977),Correspondances et memoires
Papi Mariole,12.72,"« Bon sang de bonsoir, mais qu’est-ce que je fous là ? »

À l’entrée du périph, un vieux monsieur, peignoir en velours et chaussons en peluche effilochés, se répète inlassablement cette question. Échappé de son Ehpad, Mariole, tueur à gages, ne se souvient plus de rien, sauf d’une chose : il lui reste une mission à accomplir. Seul problème, il ne sait plus laquelle.
Mathilde, elle, se bourre d’anxiolytiques pour oublier. Victime de",978-2253253198,https://m.media-amazon.com/images/I/711GSmlujPL._SY522_.jpg,Le Livre de Poche (19 février 2025),Correspondances et memoires
Vérités sur une Omerta: L&#39assassinat de Philippe de Dieuleveult 1985-2025,17.08,"LES SECRETS D&#39AFRICA-RAFT Après des années d&#39enquête, les véritables objectifs de l&#39expéditions sont dévoilés Le 6 août 1985, les sept membres d&#39Africa-Raft ont disparu mystérieusement lors de leur expédition sur le fleuve Zaïre. Politiques, diplomates et officiers se sont empressés de conclure à la noyade collective. Mais où sont les corps ? Qui a décidé de remettre à la famille de Philippe de Dieuleveult, célèbre animateur de La Chasse aux trésors, un faux cadavre ? Pourquoi ce mensonge d&#39État ? Africa-Raft n&#39était-elle qu&#39une aventure sportive ou dissimulait-elle un objectif secret ? Quarante ans plus tard, la thèse officielle de l&#39accident lié à la nature reste soutenue en haut-lieu. Le dossier dérange toujours... Il implique deux pays : le Zaïre de Mobutu et la France de Mitterrand, la Françafrique... Pour connaitre la vérité, Alexis de Dieuleveult a saisi la justice, affronté responsables politiques et militaires, s&#39est dressé face à l&#39Etat. En vain. Cette omerta l&#39a incité à mener sa propre enquête. Consultations des Archives, déplacement en Afrique, rencontres avec les survivants du drame, les familles des aventuriers et les hommes de l&#39ombre, il s&#39est plongé dans un passé lointain pour comprendre cette histoire et découvrir le véritable mobile de l&#39expédition. Après cinq années de recherches, Alexis de Dieuleveult dévoile aujourd&#39hui la vérité sur Africa-Raft. Au terme d&#39une enquête passionnante, il démolit la thèse officielle de la noyade, et révèle pour la première fois la face cachée d&#39une expédition pas comme les autres. Cahier photo de 52 pages en couleur.",978-2940719969,https://m.media-amazon.com/images/I/41vJPdH2GBL._SY445_SX342_.jpg,BALLAND; Illustrated édition (27 février 2025),Correspondances et memoires
"Discours sur le colonialisme, suivi de : Discours sur la Négritude",10.03,"Comme naguère Jean-Jacques Rousseau dénonçait le scandale d&#39une société fondée sur l&#39inégalité, avec la même clarté, et un bonheur d&#39écriture que seule peut inspirer la passion du juste, Aimé Césaire prend ses distance par rapport au monde occidental et le juge. Ce discours est un acte d&#39accusation et de libération. Sont assignés quelques ténors de la civilisation blanche et de son idéologie mystifiante, l&#39Humanisme formel et froid. En pleine lumière sont exposées d&#39horribles réalités : la barbarie du colonisateur et le malheur du colonisé, le fait même de la colonisation qui n&#39est qu&#39une machine exploiteuse d&#39hommes et déshumanisante, une machine à détruire des civilisations qui étaient belles, dignes et fraternelles. C&#39est la première fois qu&#39avec cette force est proclamée, face à l&#39Occident, la valeur des cultures nègres. Mais la violence de la pureté du cri sont à la mesure d&#39une grande exigence, ce texte chaud, à chaque instant, témoigne du souci des hommes, d&#39une authentique universalité humaine. Il s&#39inscrit dans la lignée de ces textes majeurs qui ne cessent de réveiller en chacun de nous la générosité de la lucidité révolutionnaires. Le Discours sur le colonialisme est suivi du Discours sur la Négritude, qu&#39Aimé Césaire a prononcé à l&#39Université Internationale de Floride (Miami), en 1987.",978-2708705319,https://m.media-amazon.com/images/I/31kWLwD0mcL._SY445_SX342_.jpg,Présence Africaine (11 juillet 2000),Correspondances et memoires
"Écrans, un désastre sanitaire: Il est encore temps d&#39agir",12.74,"""Nous appelons de nos voeux la prise de conscience de ce désastre sanitaire qui s&#39annonce et déjà se constate. Il n&#39est pas trop tard, mais il est plus que temps."" Comment sortir de l&#39hypnose ? Le fait est pourtant sous nos yeux. Il est en premier lieu sanitaire : l&#39effet délétère des écrans sur notre santé physique et psychique, et en particulier sur celle des enfants et adolescents, ces êtres de chair et d&#39esprit en formation ; mais aussi sur le développement neurologique et socio-émotionnel, nos relations inter-individuelles, notre lien à la vérité et la libre formation de nos opinions. Il est plus que temps d&#39évaluer le bénéfice de la révolution numérique - les réseaux sociaux et, aujourd&#39hui, l&#39IA qui tient sommet - à l&#39aune de ses ""externalités négatives"", tant individuelles que sociales et environnementales. Sait-on ce que nous coûte vraiment cette prodigieuse quête technologique, à dominante hégémonique, et ce que nous pourrions y perdre ? Savoir est nécessaire pour bien agir ; et la loyauté de l&#39information est l&#39un des principes fondateurs du serment d&#39Hippocrate.",978-2073115317,https://m.media-amazon.com/images/I/71wg-Ii6H6L._SY522_.jpg,GALLIMARD (13 février 2025),Correspondances et memoires
La guerre des métaux rares: Nouvelle édition,9.41,"Transition énergétique, révolution numérique…Politiques, médias et industriels nous promettent un monde enfin affranchi du pétrole, des pollutions, des pénuries et des tensions militaires. Cet ouvrage, fruit de six années d’enquête, nous montre qu’il n’en est rien ! En nous émancipant des énergies fossiles, nous sécrétons en réalité une nouvelle dépendance : celle aux métaux rares. À rebours des discours dominants, c’est dès lors une contre-histoire de la transition énergétique que ce livre révèle. Cette nouvelle édition augmentée tient compte de l’abondante actualité liée aux métaux rares, et est enrichie d’une préface inédite de l’auteur.",979-1020924759,https://m.media-amazon.com/images/I/510HahanYwL._SY522_.jpg,Les Liens qui Libèrent; Enlarged édition (27 septembre 2023),Correspondances et memoires
L&#39ange de Marchmont Hall,15.42,,978-2385291983,https://m.media-amazon.com/images/I/71Lv0-qsvaL._SY522_.jpg,CHARLESTON; 1er édition (10 avril 2024),Correspondances et memoires
Les clés de l&#39intelligence érotique,10.14,"Alors que nous sommes abreuvés de manuels techniques destinés à nous rendre toujours plus performants sous la couette, la plupart des couples qui s’adonnent à ces séances de gymnastique sans culotte restent sur leur faim.

Et si nous nous libérions de l’injonction à jouir pour nous reconnecter à nous-même et à notre partenaire ?

Parce que le septième ciel ne se résume pas à quelques secondes de plaisir, cet ouvrage vous propose 12 rituels à explorer en couple pour une sexualité vivante et vibrante.

Vous y trouverez des propositions pour :
- vous relier à votre être sexuel profond ;
- lever les obstacles, les croyances et les peurs ;
- faire grandir au sein de votre couple une sexualité entre sauvage et sacrée.

«",978-2036008649,https://m.media-amazon.com/images/I/41TvlNWcMzL._SY445_SX342_.jpg,Larousse (27 avril 2022),Correspondances et memoires
"Chère Ijeawele, ou un manifeste pour une éducation féministe: Un manifeste pour une éducation féministe",8.29,"""Je suis convaincue de l&#39urgence morale qu&#39il y a à nous atteler à imaginer ensemble une éducation différente pour nos enfants, pour tenter de créer un monde plus juste à l&#39égard des femmes et des hommes."" À une amie qui lui demande quelques conseils pour élever selon les règles du féminisme la petite fille qu&#39elle vient de mettre au monde, la grande romancière Chimamanda Ngozi Adichie répond sous la forme d&#39une lettre. Puissante et touchante, cette missive prend vite la tournure d&#39un manifeste. L&#39autrice nigériane examine ici, non sans humour, les situations concrètes qui se présentent aux parents d&#39une petite fille tout en expliquant comment déjouer les pièges que nous tend le sexisme, à travers des exemples fort vivants. Devenu une référence, ce texte s&#39adresse à tous : aux hommes comme aux femmes, aux parents en devenir et à l&#39enfant qui subsiste en chacun de nous. Tous peuvent y trouver les clés permettant d&#39adopter une ligne de conduite féministe pour ""imaginer ensemble une éducation différente pour nos enfants"".",978-2072721977,https://m.media-amazon.com/images/I/41QfQRavzmL._SY445_SX342_.jpg,Gallimard (2 mars 2017),Correspondances et memoires
Mon carnet de lecture - Edition 2025,10.42,"Pour vous remémorer vos lectures, retenir un titre ou le nom d’un.e auteur.rice, relire vos citations préférées, comptabiliser le nombre d’ouvrages lus, établir des palmarès, noter les livres prêtés ou empruntés… remplissez ce carnet.
Quel plaisir, ensuite, de redécouvrir au fil des pages celles qui vous ont marqué.e !",978-2501190992,https://m.media-amazon.com/images/I/81ko-jpNeaL._SY466_.jpg,Marabout; Illustrated édition (8 janvier 2025),Correspondances et memoires
Le Deuxieme Sexe/ the Second Sex (2),12.6,"«Comment la femme fait-elle l&#39apprentissage de sa condition, comment l&#39éprouve-t-elle, dans quel univers se trouve-t-elle enfermée, quelles évasions lui sont permises, voilà ce que je chercherai à décrire. Alors seulement nous pourrons comprendre quels problèmes se posent aux femmes qui, héritant d&#39un lourd passé, s&#39efforcent de forger un avenir nouveau. Quand j&#39emploie les mots ""femme"" ou ""féminin"" je ne me réfère évidemment à aucun archétype, à aucune immuable essence ; après la plupart de mes affirmations il faut sous-entendre ""dans l&#39état actuel de l&#39éducation et des mœurs"". Il ne s&#39agit pas ici d&#39énoncer des vérités éternelles mais de décrire le fond commun sur lequel s&#39élève toute existence féminine singulière.» Simone de Beauvoir.",978-2070323524,https://m.media-amazon.com/images/I/41CBBy0XETL._SY445_SX342_.jpg,Gallimard (1 juin 1976),Correspondances et memoires
Que peut Littérature quand elle ne peut ?,18.42,,978-2021588927,https://m.media-amazon.com/images/I/41d9s5C25mL.jpg,SEUIL (7 février 2025),Correspondances et memoires
Anne Frank - L&#39Intégrale,12.43,,978-2702161722,https://m.media-amazon.com/images/I/51iPHuJQ4ML._SY445_SX342_.jpg,Calmann-Lévy; Illustrated édition (4 octobre 2017),Correspondances et memoires
Le cercle des obligés: Roman,7.88,"Automne 1968, dans une décharge des Yvelines, Stefan Markovic, homme à tout faire et doublure d’Alain Delon, est retrouvé mort, ligoté dans une housse de matelas, le visage détruit et une balle dans la nuque. Automne 1993, sur le parking d’une résidence, le long des marais salants de la presqu’île de Giens, Henri Diana, grande figure du Milieu varois, est assassiné.
Vingt-cinq années, deux morts, et un peu de sable blanc de la côte d’Azur comme piste oubliée.
Ainsi commence",978-2246841425,https://m.media-amazon.com/images/I/41A+mkqzSsL._SY445_SX342_.jpg,Grasset (8 janvier 2025),Correspondances et memoires
"Le Capital, Livre I",16.85,"""J&#39étudie dans cet ouvrage le mode de production capitaliste et les rapports de production et d&#39échange qui lui correspondent. [...] Il ne s&#39agit point ici du développement plus ou moins complet des antagonismes sociaux qu&#39engendrent les lois naturelles de la production capitaliste, mais de ces lois elles-mêmes, des tendances qui se manifestent et se réalisent avec une nécessité de fer. Au premier abord, la marchandise nous est apparue comme quelque chose à double face, valeur d&#39usage et valeur d&#39échange. Ensuite nous avons vu que tous les caractères qui distinguent le travail productif de valeurs d&#39usage disparaissent dès qu&#39il s&#39exprime dans la valeur proprement dite. J&#39ai le premier mis en relief ce double caractère du travail représenté dans la marchandise. [...] Tant qu&#39elle est bourgeoise, c&#39est-à-dire tant qu&#39elle voit dans l&#39ordre capitaliste, non une phase transitoire du progrès historique, mais bien la forme absolue et définitive de la production sociale, l&#39économie politique ne peut rester une science qu&#39à condition que la lutte des classes demeure latente ou ne se manifeste que par des phénomènes isolés."" Karl Marx.",978-2070355747,https://m.media-amazon.com/images/I/81ZiOatNr1L._SY522_.jpg,FOLIO ESSAIS (5 juin 2008),Correspondances et memoires
C&#39était de Gaulle,14.33,"Alain Peyrefitte a eu, entre 1959 et 1969, quelque 300 entretiens en tête à tête avec le général de Gaulle. Auxquels s&#39ajoutent les conseils des ministres, les conseils restreints, les rencontres avec des chefs d&#39État ou de gouvernement étrangers. Pendant toute cette période, il a pris des notes au jour le jour, avec l&#39accord du Général. Ces notes, ce sont essentiellement les propos tenus par le Général, scrupuleusement recueillis, dans l&#39intention de les soustraire à l&#39oubli, en respectant non seulement leur teneur, mais aussi le style et le ton des dialogues. La transcription fidèle de ces notes, classées thématiquement pour la publication, produit un effet saisissant : le lecteur voit surgir et retrouve dans toute l&#39intensité de sa présence le personnage exceptionnel que fut de Gaulle. Peyrefitte nous introduit dans l&#39intimité du Général que nous écoutons penser tout haut. C&#39est un de Gaulle en liberté, qui va beaucoup plus loin que dans ses textes officiels et s&#39exprime avec une familiarité et une franchise surprenantes. Par la richesse et la diversité des révélations qu&#39il apporte, et le portrait intellectuel et moral qui s&#39en dégage, ce volume constitue un témoignage capital sur celui qui compte parmi les derniers héros et les grands mythes de l&#39histoire nationale.",978-2070765065,https://m.media-amazon.com/images/I/91eBDriTMML._SY522_.jpg,Gallimard (20 février 2002),Correspondances et memoires
Antidote au culte de la performance: La robustesse du vivant,7.79,"""La nature menacée devient menaçante : notre excès de contrôle nous a fait perdre le contrôle. Il va maintenant falloir vivre dans un monde fluctuant, c&#39est-à-dire inventer la civilisation de la robustesse, contre la performance."" Olivier Hamant Face aux bouleversements du monde en cours et à venir, le développement durable, entre géo-ingénierie contreproductive et tout-électrique mal pensé, crée de nombreux futurs obsolètes. Émergent alors les contremodèles de la décroissance et de la sobriété heureuse, nettement mieux alignés avec le monde qui vient. Mais la frugalité peut-elle réellement mobiliser ? Ne risque-t-elle pas non plus de se réduire à d&#39autres formes d&#39optimisation ? Et si, pour être sobre et durable, il fallait d&#39abord questionner une valeur nettement plus profonde : l&#39efficacité. Le monde très fluctuant qui vient appelle un changement de civilisation. Ce chemin demande surtout de valoriser nos points faibles et inverse toutes les recettes.",978-2073047342,https://m.media-amazon.com/images/I/71C8NIzsqIL._SY522_.jpg,GALLIMARD (31 août 2023),Correspondances et memoires
Découvrez vos pouvoirs de guérisseur,18.87,"Maux de ventre, brûlures, stress, règles douloureuses, problèmes de peau, troubles du sommeil… Christophe Limayrac et Anne Ghiringhelli dévoilent des techniques de guérisseur simples et efficaces pour traiter 101 maux du quotidien. Car oui, magnétiser s’apprend ! Pas besoin de rite ou d’initiation, vous avez les ressources en vous.

Ce livre enrichi de nombreux schémas et exercices met à votre disposition une véritable trousse de secours et vous montrera comment :

• Apprivoiser votre magnétisme
• Acquérir les gestes de bases
• Pratiquer des soins sur vous et votre entourage... et même sur vos animaux de compagnie !

+ DES VIDÉOS POUR ADOPTER LES BONS GESTES",978-2035961679,https://m.media-amazon.com/images/I/71zhzH9Vo+L._SY522_.jpg,Larousse (17 avril 2019),Correspondances et memoires
