Nom,Prix,Description,Isbn,Photo,Editeur,Categorie
"Albane, T2 - Au nom de la liberté",14.84,"Juin 1940. L’armistice a été signé, marquant le début de l’occupation allemande. Si l’avenir semble incertain, Albane est toute à la joie de retrouver Raphaël Wendling, qui lui a redonné goût à la vie et à l’amour.
Elle chérit d’autant plus ces moments qu’elle sait qu’ils ne dureront pas, Raphaël ayant décidé de rejoindre les Forces françaises libres dirigées par le général de Gaulle.
Mais les gens de Brantôme ne voient pas d’un bon œil l’idylle naissante de la jeune institutrice, veuve de guerre de surcroît, et les jeunes amants sont contraints de s’aimer en secret.
La vie reprend dans une France divisée par la ligne de démarcation. Brantôme étant en zone libre, la résistance s’organise en Dordogne. Grâce au laissez-passer auquel lui donne droit son statut de médecin, le docteur Géraud commence à faire passer clandestinement des familles juives en zone libre.
Débutent alors pour la courageuse jeune femme des mois marqués par un engagement sans faille, mais aussi par la peur constante de perdre ceux qu’elle aime.",978-2702182352,https://m.media-amazon.com/images/I/819zEH6P8rL._SY522_.jpg,Calmann-Lévy (5 juin 2024),Roman Historique
Le voyage de Cilka,7.39,"Cilka Klein n&#39a que 16 ans lorsqu&#39elle est déportée. Très vite remarquée pour sa beauté par le commandant du camp de Birkenau, elle est mise à l&#39écart des autres prisonnières. Mais à la libération du camp par les Russes, elle est condamnée pour collaboration et envoyée en Sibérie. Un deuxième enfer commence alors pour elle. Au goulag, où elle doit purger une peine de quinze ans, elle se lie d&#39amitié avec une femme médecin et apprend à s&#39occuper des malades à l&#39hôpital. C&#39est ainsi qu&#39elle rencontre Alexandr, et qu&#39elle découvre que l&#39amour peut naître même dans les situations les plus dramatiques. Comme pour Le tatoueur d&#39Auschwitz, Heather Morris a recueilli de nombreux témoignages qu&#39elle met en scène dans ce nouveau roman très attendu.",978-2290361276,https://m.media-amazon.com/images/I/61-kUd9d0IL._SY522_.jpg,J&#39AI LU (9 février 2022),Roman Historique
"Un ciel d&#39orage (Albane, Tome 1)",9.94,"Dordogne, juillet 1939. Albane de Séguilières, vingt et un ans, est institutrice. Elle habite avec son père, un extravagant sexagénaire, dans le château familial de Brantôme. Face aux tensions grandissantes avec l’Allemagne et aux menaces de plus en plus claires qui pèsent sur une paix déjà précaire, Albane accepte la demande en mariage de Louis Molinier, le directeur de l’école où elle enseigne et qu’elle fréquente depuis plusieurs mois contre l’avis de son père. La déclaration de guerre vient brutalement mettre fin au timide début de leur vie conjugale. Louis est mobilisé, laissant sa jeune épouse démunie face à un avenir incertain. Alors que le conflit débute, Albane va trouver une échappatoire au château familial, où sont logées trois familles de réfugiés du Bas-Rhin, et consacrer toute son énergie au long combat contre l’injustice, la violence et les rationnements qui s’annoncent.
Le premier tome d’une nouvelle saga bouleversante, portée par une héroïne déterminée et indépendante, prise dans la tourmente de l’Histoire.",978-2253251927,https://m.media-amazon.com/images/I/71jDN2CDn9L._SY522_.jpg,Le Livre de Poche (5 février 2025),Roman Historique
"Berceuse d&#39Auschwitz: La véritable histoire d&#39Helen Hannemann, une mère qui s&#39est battue pour sa famille.",8.03,,979-8854723817,https://m.media-amazon.com/images/I/61Zdf2POSTL._SY522_.jpg,Independently published (2 août 2023),Roman Historique
Au revoir là-haut - Prix Goncourt 2013,14.59,,978-2253194613,https://m.media-amazon.com/images/I/71r0PZOzMUL._SY522_.jpg,Le Livre de Poche; 1er édition (22 avril 2015),Roman Historique
La fille qui s&#39échappa d&#39Auschwitz,13.4,"En franchissant les portes d&#39Auschwitz, Mala comprend que personne ne quitte jamais le camp vivant. Profitant de sa position d&#39interprète pour grapiller ce qu&#39elle peut, elle refuse de laisser la mort triompher et tente d&#39aider ses codétenues. Mais c&#39est en rencontrant Edward, ancien combattant et prisonnier politique, que son espoir renaît réellement. Selon lui, malgré les barbelés, les projecteurs et les mitraillettes, il y a une issue. Ils se font alors une promesse : ils s&#39enfuiront ensemble, ou ils mourront ensemble. L&#39histoire vraie de Mala Zimetbaum et Edward Galinski est l&#39une des plus grandes histoires d&#39amour du XXᵉ siècle.",978-2290375020,https://m.media-amazon.com/images/I/61-Fh8t3GrL._SY522_.jpg,J&#39AI LU (20 septembre 2023),Roman Historique
Le Code Rose (Grand Prix du Roman Historique 2023),16.48,,978-2381225036,https://m.media-amazon.com/images/I/81OlzMicQLL._SY522_.jpg,Hauteville; Illustrated édition (4 octobre 2023),Roman Historique
Les Naufragés du Wager,14.44,,979-1041413812,https://m.media-amazon.com/images/I/71gh4NMQgxL._SY522_.jpg,POINTS (3 janvier 2025),Roman Historique
Le Bal des folles,14.58,,978-2253103622,https://m.media-amazon.com/images/I/61N4LcdtMuL._SY522_.jpg,Le Livre de Poche (31 mars 2021),Roman Historique
Les adieux à la villa aux étoffes - Volume 6,14.16,"Augsbourg, 1939. La guerre est aux portes de l&#39Europe et les résidents de la villa aux étoffes savent que leur vie va radicalement changer... La conclusion tant attendue de la saga phénomène !",978-2264083937,https://m.media-amazon.com/images/I/71l0uQm9qGL._SY522_.jpg,10 X 18 (2 mai 2024),Roman Historique
La Tatoueuse de Jaipur (Grand prix du roman historique 2022),7.48,,978-2381223360,https://m.media-amazon.com/images/I/81Kq+YpyPZL._SY522_.jpg,Hauteville (5 octobre 2022),Roman Historique
Tempête sur la villa aux étoffes - 5,11.19,"Au cœur des heures les plus sombres de l&#39histoire allemande, raison et passion se heurtent à l&#39impitoyable réalité dans ce nouveau tome captivant du Downton Abbey allemand.",978-2264082053,https://m.media-amazon.com/images/I/71XZd9TQUVL._SY522_.jpg,10 X 18 (25 mai 2023),Roman Historique
Les Rois Maudits,18.68,,978-2253189800,https://m.media-amazon.com/images/I/71s20JSMwtL._SY522_.jpg,Le Livre de Poche (2 novembre 2022),Roman Historique
L&#39enfant du train,5.04,"Au coeur de l&#39Occupation, à Paris, Sarah vient d&#39être arrêtée. Parce qu&#39elle est Juive. Juste avant de monter dans le train pour Auschwitz et les camps de la mort, la jeune femme prend une terrible décision : elle donne Samuel, son bébé, à un inconnu.. L&#39homme n&#39hésite pas une seconde et décide de tout faire pour sauver et prendre soin de cet enfant. Avec sa fiancée et le petit Samuel, ils fuient Paris pour les États-Unis, pays où l&#39on peut encore être libre et en sécurité. Ensemble, ils vont former une belle famille. Au fil du temps, ils oublient les traumatismes de la guerre. Jusqu&#39à ce que, neuf ans plus tard, une femme frappe à leur porte. Une femme qui a survécu à l&#39enfer par amour pour son fils. Mais ce retour va déclencher une tempête dont personne ne pourra sortir indemne...",978-2824620718,https://m.media-amazon.com/images/I/71pTCZAitWL._SY522_.jpg,City Edition (22 juin 2022),Roman Historique
Les Piliers de la Terre,9.1,,978-2130428114,https://m.media-amazon.com/images/I/81x1cQQKuxL._SY522_.jpg,Le Livre de Poche (15 avril 1992),Roman Historique
Le livre de Joan,13.63,"L&#39histoire vraie de Joan de Leeds, la nonne qui a bravé tous les interdits pour vivre librement",978-2234097797,https://m.media-amazon.com/images/I/71UWlZ+pnxL._SY522_.jpg,Stock (2 janvier 2025),Roman Historique
Catherine d&#39Aragon : La Première Reine (Grand Prix du Roman Historique 2024),17.33,,978-2381226644,https://m.media-amazon.com/images/I/81PT6ytOQLL._SY522_.jpg,Hauteville (2 octobre 2024),Roman Historique
Fahrenheit 451 (Flamingo Modern Classics),8.97,"The hauntingly prophetic classic novel set in a not-too-distant future where books are burned by a special task force of firemen. Guy Montag is a fireman. His job is to burn books, which are forbidden, being the source of all discord and unhappiness. Even so, Montag is unhappy; there is discord in his marriage. Are books hidden in his house? The Mechanical Hound of the Fire Department, armed with a lethal hypodermic, escorted by helicopters, is ready to track down those dissidents who defy society to preserve and read books. The classic novel of a post-literate future, &#39Fahrenheit 451&#39 stands alongside Orwell&#39s &#391984&#39 and Huxley&#39s &#39Brave New World&#39 as a prophetic account of Western civilization&#39s enslavement by the media, drugs and conformity. Bradbury&#39s powerful and poetic prose combines with uncanny insight into the potential of technology to create a novel which over fifty years from first publication, still has the power to dazzle and shock.",978-0006546061,https://m.media-amazon.com/images/I/71b674P2aKL._SY522_.jpg,HarperVoyager; 1er édition (1 avril 2001),Roman Historique
To Kill A Mockingbird,6.8,,978-0099419785,https://m.media-amazon.com/images/I/51lVvSDLQJL._SY522_.jpg,Arrow; 1er édition (1 octobre 1989),Roman Historique
Crète 5ed,14.5,"Un guide entièrement repensé pour découvrir la Crète, en phase avec les nouvelles tendances du monde du voyage : abondamment illustré pour offrir un avant-goût de la destination, clair et synthétique pour construire facilement son itinéraire, riche en conseils et astuces pour des expériences au plus près des habitants.",978-2384921416,https://m.media-amazon.com/images/I/81iamjm1yTL._SY522_.jpg,Lonely Planet; 5e édition (8 juin 2023),Roman Historique
Retour à la villa aux étoffes (4),10.04,Un manoir et une famille puissante dans la tourmente de la Grande Dépression : pourront-ils faire face ?,978-2264080646,https://m.media-amazon.com/images/I/51tP0NjLHFL._SY445_SX342_.jpg,10 X 18 (1 septembre 2022),Roman Historique
La Traversée des temps - tome 4 - La Lumière du bonheur,13.35,,978-2226467454,https://m.media-amazon.com/images/I/51bSB2qq-tL._SY445_SX342_.jpg,Albin Michel; 1er édition (17 avril 2024),Roman Historique
Spinoza - L&#39homme qui a tué Dieu,16.69,Comment Spinoza a inventé le monde moderne.,978-2266342933,https://m.media-amazon.com/images/I/61v8zMVhwpL._SY522_.jpg,Pocket (24 octobre 2024),Roman Historique
Elle s&#39appelait Sarah,15.65,"Paris, juillet 1942 : Sarah, une fillette de dix ans qui porte l&#39étoile jaune, est arrêtée avec ses parents par la police française, au milieu de la nuit.
Paniquée, elle met son petit frère à l&#39abri en lui promettant de revenir le libérer dès que possible. Paris, mai 2002 : Julia Jarmond, une journaliste américaine mariée à un Français, doit couvrir la commémoration de la rafle du Vél d&#39Hiv. Soixante ans après, son chemin va croiser celui de Sarah, et sa vie va changer à jamais. Elle s&#39appelait Sarah, c&#39est l&#39histoire de deux familles que lie un terrible secret, c&#39est aussi l&#39évocation d&#39une des pages les plus sombres de l&#39Occupation.
Un roman bouleversant sur la culpabilité et le devoir de mémoire, qui connaît un succès international, avec des traductions dans trente-quatre pays.",978-2253157526,https://m.media-amazon.com/images/I/81t6U6pNQNL._SY522_.jpg,Le Livre de Poche; 1er édition (22 septembre 2010),Roman Historique
Elle rêvait d&#39autres cieux et d&#39autres matins,9.23,,978-2226459046,https://m.media-amazon.com/images/I/81Bgyl9QRnL._SY522_.jpg,Albin Michel (25 septembre 2024),Roman Historique
L&#39Héritage de la villa aux étoffes (3),19.19,"Un manoir, une famille puissante, un après-guerre difficile...",978-2264079084,https://m.media-amazon.com/images/I/51Y89-ISxoL._SY445_SX342_.jpg,10 X 18 (3 février 2022),Roman Historique
La violoniste d&#39Auschwitz,15.23,"À Auschwitz, chaque jour est un combat pour survivre. Alma porte le matricule 50381. Cela ne pourrait pas être plus éloigné de sa vie d&#39avant. Star de l&#39Orchestre philarmonique de Vienne, nièce de Gustav Mahler, elle avait même fondé un orchestre de femmes. Rien de tout cela ne l&#39a sauvée. Jusqu&#39à ce qu&#39un chef du camp la reconnaisse et lui fasse monter un orchestre pour le bon plaisir des SS. Une position qui lui permet de soustraire des jeunes filles à la mort. Et de rencontrer Miklòs, un pianiste talentueux. Au milieu du désespoir et de la joie des répétitions, ils prient pour que le cauchemar cesse un jour. Mais à Auschwitz, l&#39air est contaminé par la mort, et la tragédie est la seule certitude...",978-2290375013,https://m.media-amazon.com/images/I/61nKJt4sTQL._SY522_.jpg,J&#39AI LU; Edition spéciale (9 novembre 2022),Roman Historique
Les Trois mousquetaires,17.1,,978-2253008880,https://m.media-amazon.com/images/I/41PFAOdXTTL._SY445_SX342_.jpg,Le Livre de Poche; 1er édition (1 août 2011),Roman Historique
The Women: The Instant Number One Bestseller from the author of The Nightingale,8.36,"The journey of their lifetime . . .

‘Women can be heroes, too’. When twenty-year-old nursing student, Frances “Frankie” McGrath, hears these unexpected words, it is a revelation. Raised on California’s idyllic Coronado Island and sheltered by her conservative parents, she has always prided herself on doing the right thing, being a good girl. But in 1965 the world is changing, and she suddenly imagines a different path for her life. When her brother ships out to serve in Vietnam, she impulsively joins th",978-1035005697,https://m.media-amazon.com/images/I/81km1mPiF2L._SY522_.jpg,Pan Books; 1er édition (8 février 2025),Roman Historique
Un monde sans fin,15.0,,978-2253125761,https://m.media-amazon.com/images/I/41H54gl0+gL._SY445_SX342_.jpg,Le Livre de Poche (6 janvier 2010),Roman Historique
Les Filles de la villa aux étoffes (2),12.96,"Augsbourg, hiver 1916. La villa aux étoffes est devenu un hôpital militaire et la Première Guerre mondiale s&#39apprête à bouleverser les vies de la famille Melzer...",978-2264078148,https://m.media-amazon.com/images/I/41UDdhsxqQS._SY445_SX342_.jpg,10 X 18 (4 novembre 2021),Roman Historique
Les livres de Roth : Le complot contre l&#39Amérique. Prépas scientifiques 2019-2020 Edition prescrite,14.62,"Lorsque le célèbre aviateur Charles Lindbergh battit le président Roosevelt aux élections présidentielles de 1940, la peur s&#39empara des Juifs américains. Non seulement Lindbergh avait, clans son discours radiophonique à la nation, reproché aux juifs de pousser l&#39Amérique à entreprendre une guerre inutile avec l&#39Allemagne nazie, mais, en devenant trente-troisième président des Etats-Unis, il s&#39empressa de signer un pacte de non-agression avec Hitler. Alors la terreur pénétra dans les foyers juifs, notamment dans celui de la famille Roth. Ce contexte sert de décor historique au Complot contre l&#39Amérique, un roman où Philip Roth, qui avait sept ans à l&#39époque, raconte ce que vécut et ressentit sa famille, et des millions de familles semblables dans tout le pays, lors des lourdes années où s&#39exerça la présidence de Lindbergh, quand les citoyens américains qui étaient aussi des juifs avaient de bonnes raisons de craindre le pire. Ce faisant, il nous offre un nouveau chef-d&#39œuvre.",978-2070337903,https://m.media-amazon.com/images/I/816u8TFH9iL._SY522_.jpg,FOLIO (8 novembre 2007),Roman Historique
Le Crépuscule et l&#39aube,12.32,,978-2253071556,https://m.media-amazon.com/images/I/51iy3bfA6UL._SY445_SX342_.jpg,Le Livre de Poche (5 janvier 2022),Roman Historique
Circé,14.55,,978-2266278638,https://m.media-amazon.com/images/I/71ct3L38YDL._SY522_.jpg,Pocket (2 mai 2019),Roman Historique
La Louisiane,11.72,"Paris, 1720. La Supérieure de la Salpêtrière est mandatée pour sélectionner une centaine de femmes « volontaires » qui seront envoyées en Louisiane afin d’y épouser des colons français. Parmi elles, trois amies improbables : Charlotte,
une orpheline de douze ans à la langue bien pendue, Pétronille, une jeune aristocrate désargentée, et Geneviève, une faiseuse d’anges. Comme leurs compagnes à bord de La Baleine, elles ignorent tout ce qui les attend au-delà des mers. Réunies par le destin, elles devront braver l’adversité sur une terre impitoyable et traverser une vie faite d’amour, de naissances et de deuils, de cruauté et de plaisirs inattendus. Et d’une amitié forgée dans le feu.",978-2253250838,https://m.media-amazon.com/images/I/813nKVCDz8L._SY522_.jpg,Le Livre de Poche (2 janvier 2025),Roman Historique
Le Chant d&#39Achille,6.69,"Le destin passionné et tragique d&#39Achille et Patrocle, en pleine guerre de Troie.",978-2266334426,https://m.media-amazon.com/images/I/41QGuMj9qgL._SY445_SX342_.jpg,Pocket (12 janvier 2023),Roman Historique
Coeur - Prix Interallié 2024,18.25,,978-2226493217,https://m.media-amazon.com/images/I/41TDg7frc1L._SY445_SX342_.jpg,Albin Michel; 1er édition (21 août 2024),Roman Historique
"Bleus, blancs, rouges",16.41,"Printemps 1978 : les services français sont en alerte rouge face à la vague de terrorisme qui déferle sur l&#39Europe. Marco Paolini et Jacquie Lienard, deux inspecteurs fraîchement sortis de l&#39école de police et que tout oppose, se retrouvent chargés de mettre la main sur un trafiquant d&#39armes formé par les Cubains et les Libyens et répondant au surnom de Geronimo. Traumatisé par la mort d&#39un collègue en mai 1968, le brigadier Jean-Louis Gourvennec participe à la traque en infiltrant un groupe gauchiste proche d&#39Action directe. Après des années d&#39exil en Afrique, le mercenaire Robert Vauthier revient en France pour régner sur la nuit parisienne avec l&#39appui des frères Zemour. Lui aussi croisera le chemin de Geronimo. Quatre destins qui vont traverser les années de plomb, les coups fourrés politiques et les secousses de la Françafrique. Le premier tome d&#39une saga historique entre satire politique, roman noir et tragédie mondaine, dont les personnages secondaires ont pour nom Valéry Giscard d&#39Estaing, Pierre Goldman, Jacques Mesrine, Jean-Bedel Bokassa, Alain Delon, Tany Zampa ou Omar Bongo.",978-2080470751,https://m.media-amazon.com/images/I/71t1sJu7D6L._SY522_.jpg,FLAMMARION (19 février 2025),Roman Historique
Les Silences des pères,11.92,,979-1041414062,https://m.media-amazon.com/images/I/51XoIXbItkL._SY445_SX342_.jpg,POINTS (19 août 2024),Roman Historique
Les Fantômes de Versailles,11.17,,978-2226488497,https://m.media-amazon.com/images/I/81L0NXxj1ML._SY522_.jpg,Albin Michel (29 janvier 2025),Roman Historique
L&#39armée des ombres,18.84,,978-2020060691,https://m.media-amazon.com/images/I/31WNMRX1dAL._SY445_SX342_.jpg,Pocket (11 mai 2001),Roman Historique
L&#39Empoisonneuse de Palerme,17.67,,978-2381229959,https://m.media-amazon.com/images/I/51M0kpH1HzL._SY445_SX342_.jpg,Hauteville (5 février 2025),Roman Historique
Le Chant du rossignol,11.68,"France, 1939. Dans un village de la Loire, Vianne Mauriac fait ses adieux à son mari, qui part au front, et se retrouve seule avec sa fille. Très vite, elle est forcée d&#39accueillir un officier allemand sous son toit. Elle choisit de protéger sa fille avant tout, quel qu’en soit le prix...
Sa sœur cadette, Isabelle, dix-huit ans, s&#39installe à Paris le jour de l&#39entrée des Allemands dans la ville. Impétueuse et pleine d&#39idéaux, elle s&#39engage dans la Résistance sous le nom de code « Le Rossignol ».
Deux sœurs, deux destins, chacune jouant sa propre survie dans la France occupée par les nazis. Véritable best-seller aux Étas-Unis (un million d’exemplaires vendus),",978-2253069607,https://m.media-amazon.com/images/I/41dT203bYOS._SY445_SX342_.jpg,Le Livre de Poche (4 octobre 2017),Roman Historique
All About Love: New Visions (Modèle aléatoire),14.01,"Ce modèle est livré par le fabricant sous forme d&#39un assortiment aléatoire de plusieurs modèles et/ou coloris. Il nous est donc impossible de vous proposer un modèle et/ou un coloris en particulier. En validant votre commande, vous recevrez donc un des modèles figurant sur l&#39image en fonction du stock disponible. Nous vous remercions pour votre compréhension.",978-0060959470,https://m.media-amazon.com/images/I/41D518g8SNL._SY445_SX342_.jpg,William Morrow Paperbacks; 1er édition (9 janvier 2001),Roman Historique
Magellan,8.15,,978-2253161875,https://m.media-amazon.com/images/I/51j3a4bBa5L._SY445_SX342_.jpg,Le Livre de Poche (7 mars 2012),Roman Historique
"Shogun, tome 2",7.5,,978-2901207269,https://m.media-amazon.com/images/I/41Ggdd+OdML._SY445_SX342_.jpg,CALLIDOR (19 avril 2024),Roman Historique
Notre-Dame de Paris,17.31,,978-2253009689,https://m.media-amazon.com/images/I/81ACmLcxYML._SY522_.jpg,Le Livre de Poche; 1er édition (1 avril 1975),Roman Historique
L&#39or maudit - Tome 2,14.51,Un compte à rebours infernal mené de main de maître.,978-2374487038,https://m.media-amazon.com/images/I/41RcR6sinmL._SY445_SX342_.jpg,XO (7 novembre 2024),Roman Historique
"L&#39oubliée de Salerne - Le roman de Trotula, médecin, sage-femme et féministe du XIe siècle",8.63,,978-2385210090,https://m.media-amazon.com/images/I/81+8MmJCZcL._SY522_.jpg,Le Passeur (26 octobre 2023),Roman Historique
"Jeanne, la rebelle de Dieu",10.09,"Que reste-t-il comme modèle pour les femmes, mon oncle ? À quel idéal féminin peuvent-elles prétendre ? Vierge ? Religieuse ? Mère de famille ? Et si la moitié de l’humanité ne se retrouvait pas dans l’un de ces trois modèles ?
1589. Au coeur des tumultueuses guerres de religions qui secouent la France, Jeanne de Lestonnac perd son mari, le baron de Landiras. Dès lors, son entourage la presse de se remarier et de laisser la gestion de son domaine à un homme. Mais Jeanne va leur tenir tête : désormais elle sera maîtresse de ses choix et de sa vie. Tandis qu’elle fait ses premiers pas de femme indépendante, une série d’événements la confronte brutalement à la réalité de son époque. Jeanne se rebelle alors contre l’ordre établi malgré les menaces et les répercussions sur ses enfants. La nièce de Montaigne ne va pas seulement affronter ses contemporains, elle va aussi défier l’autorité de l’Église catholique et celle du roi de France dans l’unique but d’offrir aux filles une éducation que l’époque leur refuse.

Actrice, réalisatrice et scénariste, Bénédicte Delmas s’attaque au cinquième art avec Jeanne, la rebelle de Dieu. Dans ce premier roman, Bénédicte Delmas reprend ses domaines de prédilection et nous fait découvrir un éventail de personnages féminins forts, dans une France encore marquée par les guerres de religion.",978-2213727561,https://m.media-amazon.com/images/I/51WS7WE9LOL._SY445_SX342_.jpg,Fayard (2 octobre 2024),Roman Historique
La villa aux étoffes (1),9.36,"Un manoir, une famille puissante, un sombre secret...",978-2264078049,https://m.media-amazon.com/images/I/515pN0Rga4L._SY445_SX342_.jpg,10 X 18 (3 juin 2021),Roman Historique
