Nom,Prix,Description,Isbn,Photo,Editeur,Categorie
Eldorado,10.0,""" Aucune frontière ne vous laisse passer sereinement. Elles blessent toutes. "" Pour fuir leur misère et rejoindre l&#39"" Eldorado "", les émigrants risquent leur vie sur des bateaux de fortune... avant d&#39être impitoyablement repoussés par les gardes-côtes, quand ils ne sont pas victimes de passeurs sans scrupules. Le commandant Piracci fait partie de ceux qui sillonnent les mers à la recherche de clandestins, les sauvant parfois de la noyade. Mais la mort est-elle pire que le rêve brisé ? En recueillant une jeune survivante, Salvatore laisse la compassion et l&#39humanité l&#39emporter sur ses certitudes... Voyage initiatique, sacrifice, vengeance, rédemption : le romancier au lyrisme aride manie les thèmes de la tragédie antique avec un souffle toujours épique. L&#39EXPRESS",978-2290006542,https://m.media-amazon.com/images/I/31F3os+g2hL._SY445_SX342_.jpg,J&#39AI LU (2 mars 2009),Recits de voyages
Une aventure à la belle étoile: Dix jours en solo sur le chemin Stevenson,6.78,,978-2958798901,https://m.media-amazon.com/images/I/41TGds2UoDL._SY445_SX342_.jpg,Ludovic Rocca (24 juillet 2023),Recits de voyages
Sur les chemins noirs,13.13,"""Il m&#39aura fallu courir le monde et tomber d&#39un toit pour saisir que je disposais là, sous mes yeux, dans un pays si proche dont j&#39ignorais les replis, d&#39un réseau de chemins campagnards ouverts sur le mystère, baignés de pur silence, miraculeusement vides. La vie me laissait une chance, il était donc grand temps de traverser la France à pied sur mes chemins noirs. Là, personne ne vous indique ni comment vous tenir, ni quoi penser, ni même la direction à prendre."" Sylvain Tesson.",978-2072823428,https://m.media-amazon.com/images/I/5144YSFgDUL._SY445_SX342_.jpg,Folio (7 février 2019),Recits de voyages
GR20 L&#39Aventure of Corse,11.06,"Ce livre est bien plus que l&#39histoire de deux potes qui veulent faire le GR20 en huit jours, c&#39est une véritable épopée à travers les montagnes corses où se mélangent dans un ton unique : humour, aventure et amitié. Youri et Rémi racontent leur marche cousue de rencontres extraordinaires et de situations improbables. C&#39est leur propre manuel de (sur)vie en Corse, leur journal de bord, le récit de l&#39incroyable périple initiatique qu&#39ils ont vécu. Ils ont écrit ce livre à la sueur de leur front, de leurs mains, de leurs pieds et à la bile de leurs entrailles. Il doit puer ce livre alors ? Non. Il sent le papier mais il a aussi un parfum de références à la culture populaire, des effluves comiques et une très forte odeur de quête.",978-2957056309,https://m.media-amazon.com/images/I/51TPGmzfVCL._SY445_SX342_.jpg,Editions Kapoupa (9 novembre 2019),Recits de voyages
Le Japon éternel: Voyage sous les fleurs d&#39un monde flottant,18.14,,978-2226496607,https://m.media-amazon.com/images/I/41h5MzfeZSL._SY445_SX342_.jpg,Albin Michel; Illustrated édition (16 octobre 2024),Recits de voyages
L&#39usage du monde - Edition prescrite pour l’agrégation de lettres modernes 2017-2018,14.77,"À l&#39été 1953, un jeune homme de 24 ans, fils de bonne famille calviniste, quitte Genève et son université, où il suit des cours de sanscrit et d&#39histoire médiévale puis de droit, à bord se sa Fiat Topolino. Nicolas Bouvier a déjà effectué de courts voyages ou des séjours plus long en Bourgogne, en Finlande, en Algérie, en Espagne, puis en Yougoslavie, via l&#39Italie et la Grèce. Cette fois, il vise plus loin : la Turquie, l&#39Iran, Kaboul puis la frontière avec l&#39Inde. Il est accompagné de son ami, Thierry Vernet, qui documentera l&#39expédition en dessins et croquis. Ces six mois de voyage à travers l&#39Anatolie, l&#39Iran puis l&#39Afghanistan donneront naissance à l&#39un des grands chefs-d&#39œuvre de la littérature dite « de voyage », L&#39Usage du monde, qui ne sera publié que dix ans plus tard - et à compte d&#39auteur - aux éditions Droz, avant d&#39être repris par René Julliard en 1964. Après avoir connu un formidable succès, le livre était resté longtemps indisponible, avant de reparaître aux éditions La Découverte en 1985. Art de l&#39observation et du croquis, profond intérêt et curiosité insatiable pour les autres peuples, le voyageur n&#39est jamais en postition dominante, mais d&#39accueil, d&#39une ville à l&#39autre, passant par des villages qui, à l&#39époque, connaissaient encore le luxe de ne pas apparaître sur les cartes, comme ballotté au gré des éléments et des événements : « Fainéanter dans un monde neuf est la plus absorbante des occupations », écrit-il dès les premiers jours du périple. Mais ce profond humanisme n&#39est pas pour autant un dilettantisme ; par son écriture serrée, toujours très retenue, d&#39une grande précision, économe de ses effets et ne jouant pas « à la littérature », il a réussi à atteindre ce à quoi peu d&#39écrivains autoproclamés sont parvenus : un pur récit de voyage, dans la grande tradition de la découverte et de l&#39émerveillement, en même temps qu&#39une réflexion éthique et morale sur une manière d&#39être au monde parmi ses contemporains, sous toutes les latitudes.",978-2707179012,https://m.media-amazon.com/images/I/41UU7D5B8ZL._SY445_SX342_.jpg,La Découverte (27 mars 2014),Recits de voyages
Une aventure à la belle étoile: Dix jours en solo sur le chemin Stevenson,8.81,,978-2958798901,https://m.media-amazon.com/images/I/71HtoE-BeOL._SY522_.jpg,Ludovic Rocca (24 juillet 2023),Recits de voyages
Avec les fées,9.44,"L&#39été venait de commencer quand je partis chercher les fées sur la côte atlantique. Je ne crois pas à leur existence. Aucune fille-libellule ne volette en tutu au-dessus des fontaines. C&#39est dommage : les yeux de l&#39homme moderne ne captent plus de fantasmagories. Au XIIe siècle, le moindre pâtre cheminait au milieu des fantômes. On vivait dans les visions. Un Belge pâle (et très oublié), Maeterlinck, avait dit : « C&#39est bien curieux les hommes... Depuis la mort des fées, ils n&#39y voient plus du tout et ne s&#39en doutent point. » Le mot fée signifie autre chose. C&#39est une qualité du réel révélée par une disposition du regard. Il y a une façon d&#39attraper le monde et d&#39y déceler le miracle de l&#39immémorial et de la perfection. Le reflet revenu du soleil sur la mer, le froissement du vent dans les feuilles d&#39un hêtre, le sang sur la neige et la rosée perlant sur une fourrure de mustélidé : là sont les fées. Elles apparaissent parce qu&#39on regarde la nature avec déférence. Soudain, un signal. La beauté d&#39une forme éclate. Je donne le nom de fée à ce jaillissement. Les promontoires de la Galice, de la Bretagne, de la Cornouailles, du pays de Galles, de l&#39île de Man, de l&#39Irlande et de l&#39Écosse dessinaient un arc. Par voie de mer j&#39allais relier les miettes de ce déchiquètement. En équilibre sur cette courbe, on était certain de capter le surgissement du merveilleux. Puisque la nuit était tombée sur ce monde de machines et de banquiers, je me donnais trois mois pour essayer d&#39y voir. Je partais. Avec les fées.",978-2382843710,https://m.media-amazon.com/images/I/411ye-6EZfL._SY445_SX342_.jpg,DES EQUATEURS (10 janvier 2024),Recits de voyages
"Égypte mon amour, le voyage d&#39une vie",7.02,""" J&#39ai voulu partager avec vous quelques-unes de mes expériences sur la ""terre aimée des dieux&#39. En hommage à ces puissances invisibles qui sont pourtant si présentes... Allez, venez, je vous emmène en Égypte ! """,978-2374489018,https://m.media-amazon.com/images/I/71Ikw8LbhsL._SY522_.jpg,XO (13 mars 2025),Recits de voyages
La voie du vide: Un voyage initiatique à la rencontre de soi et de sa véritable raison d&#39être.,14.21,"À 35 ans, Simon Bethan pensait avoir tout pour être heureux, un travail stable, des amis, une routine bien huilée. Pourtant, un vide inexplicable le ronge. Simon décide de tout quitter pour partir au Japon. Ce voyage va bouleverser sa vie de manière inattendue.

À travers des rencontres fascinantes et des enseignements aussi mystérieux que puissants, Simon entreprend une quête spirituelle qui le conduit des temples silencieux d’Okinawa aux pentes majestueuses du Mont Fuji.

La voie du vide est un roman initiatique captivant, mêlant spiritualité, suspense et exploration intérieure. Suivez Simon dans son périple où chaque étape pourrait bien changer votre vision du monde.",979-8303263826,https://m.media-amazon.com/images/I/71jC-JDlrJL._SY522_.jpg,Independently published (10 décembre 2024),Recits de voyages
Premier de cordée,17.59,"Pour ramener à bon port le corps de son père, foudroyé en pleine ascension, Pierre est prêt à braver tous les dangers. À Chamonix, les guides se mobilisent : Servettaz était le meilleur d&#39entre eux. La montagne est une redoutable tueuse, elle sélectionne impitoyablement ses victimes. Celles-ci le savent bien, elles qui la consomment comme une drogue et la portent dans leur sang. Une histoire qui parle de passion, de courage et de la solidarité des hommes.",978-2290233276,https://m.media-amazon.com/images/I/51HDJKTPthL._SY522_.jpg,J&#39ai lu (4 novembre 2020),Recits de voyages
Une aventure à la belle étoile: Dix jours en solo sur le chemin Stevenson,11.12,,978-2958798901,https://m.media-amazon.com/images/I/71HtoE-BeOL._SY522_.jpg,Ludovic Rocca (24 juillet 2023),Recits de voyages
Une aventure à la belle étoile: Dix jours en solo sur le chemin Stevenson,7.95,,978-2958798901,https://m.media-amazon.com/images/I/71HtoE-BeOL._SY522_.jpg,Ludovic Rocca (24 juillet 2023),Recits de voyages
Une aventure à la belle étoile: Dix jours en solo sur le chemin Stevenson,11.48,,978-2958798901,https://m.media-amazon.com/images/I/71HtoE-BeOL._SY522_.jpg,Ludovic Rocca (24 juillet 2023),Recits de voyages
Plein leurs yeux,7.12,Pour qu&#39ils gardent en mémoire la beauté du monde !,978-2761964234,https://m.media-amazon.com/images/I/61MAWvylmtL._SY522_.jpg,de l&#39Homme (6 février 2025),Recits de voyages
72 saisons du Japon,5.46,"Saviez-vous que le Japon dénombrait traditionnellement 72 micro-saisons ? Rien d’étonnant pour ce pays dans lequel la nature et les saisons s’expriment avec une profonde intensité, aussi bien physiquement que culturellement. Depuis les temps anciens, les Japonais sont particulièrement sensibles aux manifestations de la nature et au passage du temps. Ils ont ainsi développé une véritable esthétique de l’impermanence, un amour de l’éphémère qui se retrouve dans leur spiritualité, leurs arts, leur cuisine, leurs traditions ou encore leur vie quotidienne. Vivez le Japon au rythme des saisons en découvrant, mois par mois, les fêtes, rituels, floraisons, objets, spécialités culinaires et événements de la vie nippone !- Un livre qui fait voyager à travers près de 1000 photos des 47 préfectures japonaises au fil des mois.- Un livre au contenu profond, traitant de la place des saisons et de l’impermanence qui sont ancrés dans la culture et les arts japonais.- Un livre pratique, permettant de préparer son voyage, peu importe les dates, en présentant des recommandations complètes pour chacun des 12 mois de l’année.Il s’agit d’un beau livre pour trôner dans une bibliothèque : un format B5 (17 x 24 cm) avec un papier de qualité et une belle couverture cartonnée, le tout pesant 1,3 kg avec ses 404 pages.",978-2958454906,https://m.media-amazon.com/images/I/51wwS5d1weL.jpg,Revue Koko; Illustrated édition (4 juillet 2023),Recits de voyages
2024,6.79,"En lisant ces lignes, tu te dis certainement que tu n’es pas prêt que c’est impossible, que personne n’est prêt à une remise en question aussi fondamentale que celle que je te propose. Ni toi, ni moi, ni même nos enfants. Pour la majorité, nous subsistons encore tout juste dans le petit confort que nous arrivons à extraire de la situation totalement inacceptable qui nous est imposée depuis trop longtemps. Tu vis dans l’inertie de tes habitudes, de ce que tu considères comme immuable. Tu n’as plus aucune créativité politique, légale ou constitutionnelle, le système te l’interdit. L’éducation standardisée nous fait tous raisonner de la même façon. La seule chose qui t’importe est de pouvoir payer tes factures, tes hypothèques, en fait de maintenir ton statu quo. C’est inacceptable, tu dois t’engager. Ton mode de vie a tellement évolué en 2 ou 3 siècles, la masse des connaissances humaines a tellement augmenté qu’il est temps d’en faire le bilan, d’en tirer les conclusions et de proposer les solutions pragmatiques adaptées à ce que tu es en 2024.
Nous sommes plus de 8 milliards sur la terre, les dogmes politiques ne peuvent pas être le moteur du succès de nos civilisations, nous les avons testés, ils ont fait leur temps, mais ils ne fonctionnent pas sur le long terme. Ils engendrent des dérives que les créateurs de ces dogmes politiques ou sociaux n’ont pas voulu anticiper. Comprends par-là que les dogmes politiques sont des exercices intellectuels que leurs auteurs ont utilisés pour se mettre en valeur, pour te démontrer leur intelligence ou pour servir leurs intérêts, pas pour t’offrir une vraie solution pragmatique et utilisable sur le long terme.
Il te faut des propositions de systèmes de gouvernance issues des règles de l’évolution de la vie et de l’expérience pratique, les mains dans le cambouis jusqu’aux épaules. Les purs intellectuels, bardés de diplômes et autres permis universitaires de facturer, ne te les offriront jamais, ils en sont incapables, ils n’ont jamais pratiqué. Tous ces beaux esprits sont formatés par les mêmes études, ils pensent tous de la même façon, ils sont incapables de sortir du moule que l’éducation étatique standard leur impose depuis plusieurs générations. Mais le pire est qu’ils ne te respectent pas, ils te méprisent, toi, le seul créateur de richesse par ton travail. Ils s’estiment supérieurs à toi alors que c’est toi qui enseignes à nos enfants, c’est toi qui soignes les malades, c’est toi qui construis les maisons, les routes, les voies ferrées, les bateaux, les trains, les voitures, alors que c’est toi qui programmes les applications informatiques qui sont en train de changer le monde.
En 2024, ton but est d’éliminer les arrogants requins du pouvoir qui, à part te voler, ne te proposent rien. Sur la base de ton expérience historique, tu veux extraire les bons éléments qui ont mené au succès des sociétés humaines et les réunir dans des solutions simples et pragmatiques que tu peux utiliser maintenant, que tu peux mettre en place maintenant, dont tu sais qu’elles donneront satisfaction maintenant. Tu dois pouvoir expliquer ton projet à un enfant de 7 ans en moins de 40 secondes, si tu en es incapable c’est que tu ne l’as pas compris toi-même, c’est que tu n’amènes pas encore la bonne solution.
La feuille de route que je te propose est le chemin le plus direct vers ce que nous voulons tous. Une vie bonne. Une vie accomplie. Cela ne viendra que de toi, pas de ta famille, pas de ton voisin, pas de tes dirigeants, uniquement de toi. C’est ta décision personnelle, car tu es au centre de l’équation, tu es celui qui pèse le plus sur son résultat. C’est à toi et à personne d’autre de construire le monde de demain, si cela ne vient pas de toi, cela ne viendra de personne. Si tu ne le fais pas, personne ne le fera à ta place.
Oublie ta faiblesse, oublie ta fragilité, tu es fort, tu es courageux, tu es déterminé, la nature t’a créé ainsi.",979-8340201133,https://m.media-amazon.com/images/I/31xd5TAsRdL._SY445_SX342_.jpg,Independently published (19 octobre 2024),Recits de voyages
30 voyages incroyables à vivre avec les enfants,10.78,"Imaginez faire de la tyrolienne au-dessus de la jungle au Costa Rica, visiter Budapest à vélo, dormir dans un bunker en Albanie, goûter des nouilles glacées en Corée, camper en Namibie ou découvrir les Pyrénées à dos d&#39âne... Préparez vos valises, on vous embarque pour un tour du monde des aventures les plus cools à vivre avec les enfants ! Grands voyageurs ou juste curieux, voici des thématiques pour tous les goûts ! Partez observer des animaux, vivez le vrai dépaysement sans aller trop loin, filez au bout du monde ou découvrez les joies de l&#39itinérance... Et surtout, voyagez zen en tribu : on vous dit tout sur les indispensables à apporter quand on part avec un bébé, comment survivre au jetlag ou occuper les petits (et les ados !) pendant les longs trajets... Vous allez aussi adorer les pages Food pour se régaler de scorpion grillé en Chine ou de kottu roti au Sri Lanka, et tous les conseils glissés le long des pages. Voyager avec les enfants, c&#39est voir le monde à travers leurs yeux tout en éveillant leur curiosité, leur ouverture d&#39esprit et leur soif d&#39aventure mais ça demande un peu d&#39organisation, alors on est là pour vous guider !",978-2742465514,https://m.media-amazon.com/images/I/617I3vDQugL._SY445_SX342_.jpg,GALLIM LOISIRS (31 octobre 2024),Recits de voyages
À LA RECHERCHE DE L’HUMANITÉ: Voyage sans Argent,9.78,"Plus la difficulté est grande, plus le cadeau est beau !

Le lundi 27 juillet 2020, j&#39ai pris une décision impulsive et suis parti, sans réaliser que ce seraient « mes pieds » et non « ma tête » qui me guideraient.
Tirer sa révérence un soir, seul, sans argent et sans itinéraire précis. Insensé, me diriez-vous ? Je m&#39étais préparé à ne jamais revenir...

Et même si j&#39avais été capturé par le dernier peuple d’Amazonie, j&#39aurais obstinément refusé que l&#39on s’acquitte de ma rançon.
J&#39aurais pu être soumis au dispositif de protection des témoins, cela n&#39aurait fait aucune différence.
En d&#39autres termes : nouvelle vie, nouvelle tente, nouveau pays. Désormais, je n&#39ai plus de passé et rien ne garantit que j’aurai un avenir.

Du dernier bateau à vapeur au tank de combat, de l&#39hélicoptère au chien de traîneau, du Président islandais au Leader mondial de la Pensée… une telle épopée aurait sans aucun doute interloqué Jules Verne !

Je marche chaque jour sans m’en rendre compte, vers des personnes qui m’attendent depuis toujours. Si vous me rencontrez un jour, je vous dirai que ce périple m’a amené plus loin, beaucoup plus loin que je ne l’aurais imaginé...",979-8342250368,https://m.media-amazon.com/images/I/71VXu+eSiwL._SY522_.jpg,Independently published (9 octobre 2024),Recits de voyages
Sur la route,12.39,"""Un gars de l&#39Ouest, de la race solaire, tel était Dean. Ma tante avait beau me mettre en garde contre les histoires que j&#39aurais avec lui, j&#39allais entendre l&#39appel d&#39une vie neuve, voir un horizon neuf, me fier à tout ça en pleine jeunesse ; et si je devais avoir quelques ennuis, si même Dean devait ne plus vouloir de moi comme copain et me laisser tomber, comme il le ferait plus tard, crevant de faim sur un trottoir ou sur un lit d&#39hôpital, qu&#39est-ce que cela pouvait me foutre ? J&#39étais un jeune écrivain et je me sentais des ailes. Quelque part sur le chemin je savais qu&#39il y aurait des filles, des visions, tout, quoi ; quelque part sur le chemin on me tendrait la perle rare.""",978-2070367665,https://m.media-amazon.com/images/I/41dhtG1ERgL._SY445_SX342_.jpg,FOLIO (20 juillet 1976),Recits de voyages
France secrète - Merveilles insolites: Merveilles insolites,16.04,"Après le succès de Terre secrète, Lieux secrets et Nature secrète, dédiés aux merveilles insolites du monde, Patrick Baud, créateur de la chaîne YouTube ""Axolot"", vous emmène à la découverte de cent lieux en France, étranges et souvent méconnus. Cheminées de fées, chêne-chapelle, mine abandonnée, jardin secret, gouffre spectaculaire, ruines mystérieuses, église troglodytique... A chaque fois, une magnifique photographie accompagne la description du site et son étonnante histoire. Vous pouvez plonger dans ce livre et le lire d&#39une seule traite, ou bien le déguster au gré de vos envies, pour découvrir les lieux les plus insolites de nos régions !",978-2100819430,https://m.media-amazon.com/images/I/81Vt7-hswrL._SY425_.jpg,Dunod; Illustrated édition (10 novembre 2021),Recits de voyages
Une aventure à la belle étoile: Dix jours en solo sur le chemin Stevenson,14.74,,978-2958798901,https://m.media-amazon.com/images/I/71HtoE-BeOL._SY522_.jpg,Ludovic Rocca (24 juillet 2023),Recits de voyages
Une aventure à la belle étoile: Dix jours en solo sur le chemin Stevenson,7.64,,978-2958798901,https://m.media-amazon.com/images/I/71HtoE-BeOL._SY522_.jpg,Ludovic Rocca (24 juillet 2023),Recits de voyages
"Le monde selon Guirec et Monique: Un marin, une poule, un incroyable voyage",9.1,"Jeune Breton qui n&#39a jamais connu d&#39autre terrain de jeux que l&#39océan, Guirec Soudée écume les mers du globe avec pour seule compagnie une poule, Monique.Ensemble, ils ont traversé l&#39Atlantique, rallié le Groenland, affronté 130 jours emprisonnés au coeur de la banquise, franchi le périlleux passage du Nord-Ouest, mis les voiles pour le Grand Sud, essuyé des tempêtes dans les plus extrêmes latitudes, passé le cap Horn, rejoint l&#39Antarctique avant d&#39amorcer un long retour jusqu&#39en Bretagne.L&#39histoire incroyable d&#39un garçon opiniâtre, qui n&#39attend pas que ses rêves se dessinent à l&#39horizon, et d&#39une poule, concentré de fantaisie et de courage, qui offre un oeuf par jour à l&#39aventurier.",978-2290221723,https://m.media-amazon.com/images/I/41O+DxDGovL._SY445_SX342_.jpg,J&#39ai lu; Illustrated édition (8 juillet 2020),Recits de voyages
Tirer un trail sur le passé,17.91,,978-2501190466,https://m.media-amazon.com/images/I/41Es75-mdLL._SY445_SX342_.jpg,Marabout; Illustrated édition (12 février 2025),Recits de voyages
Voyages: Tout un monde à explorer,17.11,"Toute l&#39expérience et le savoir-faire du Routard réunis dans un seul livre. Une source d&#39idées inépuisable pour explorer les merveilles de la planète. Plus qu&#39un livre, un authentique voyage ! Embarquer à bord des plus beau du trains du monde ; Se lancer dans un trek au coeur de l&#39Himalaya ; Découvrir des îles de rêve ; Se prélasser dans des sources chaudes et les plus beaux bains de la planète ; Se lancer dans des aventures XXL au bout du monde ; Partir sur la route, avec l&#39un de nos 25 road-trips mythiques ; Vivre au rythme des fêtes les plus folles ; Se lancer sur la trace de civilisations disparues ; Rafler sur les plus beaux marchés du monde ; Voyager en cargo à vélo, en tuk-tuk ou même en luge... Plus de 80 chapitres, des centaines de photos et d&#39illustrations originales, des canes postales, des dossiers pratiques, des bons plans, des planisphères... Le livre incontournable pour préparer sa prochaine aventure ou voyager... depuis son salon ! Le livre culte du Routard !",978-2017883906,https://m.media-amazon.com/images/I/41XseMfJcSL._SY445_SX342_.jpg,Hachette Tourisme; Illustrated édition (2 octobre 2024),Recits de voyages
"L&#39étincelle du désert - La nouveauté 2024 de l&#39aventurière star !: Immersion en solitaire au coeur de deux déserts australiens, le Great Victoria et le Gibson",12.67,Plongez au cœur d&#39une aventure unique qui nous ramène à notre humanité profonde.,978-2749958828,https://m.media-amazon.com/images/I/719xv0jUdZL._SY522_.jpg,Michel Lafon; Illustrated édition (24 octobre 2024),Recits de voyages
Les Plus Beaux Villages de France: 180 destinations de charme à découvrir,8.64,"""Au fil de ces pages, à la découverte des Plus Beaux Villages de France, vous n&#39aurez plus qu&#39une hâte, j&#39en suis sûr, emprunter vous aussi les chemins de traverse qui conduisent vers ces lieux préservés qui nous redonnent foi en l&#39avenir."" Stéphane Bern Depuis plus de 40 ans, le réseau des Plus Beaux Villages de France s&#39attache à préserver et valoriser le patrimoine de ces lieux d&#39exception hérités de l&#39histoire et nous incite à les découvrir. Grâce à ce guide pratique, il vous présente : - Ses 180 villages classés - Des infos pratiques pour se repérer, se loger et se restaurer. - Les sites de visite, les activités et événements incontournables. Déambulez dans les ruelles médiévales aux façades colorées de Bormes-les-Mimosas ; profitez des majestueuses calanches de Piana sur l&#39île de beauté et profitez du parc floral d&#39Apremont-sur-Allier pour découvrir les cascades, le millier d&#39arbres et fleurs ainsi que le belvédère décoré de faïence de Nevers.",978-2080470867,https://m.media-amazon.com/images/I/61YkLG9rmaL._SX342_SY445_.jpg,FLAMMARION; Illustrated édition (26 février 2025),Recits de voyages
Manuel de survie du touriste à Tokyo,7.66,,978-2376971320,https://m.media-amazon.com/images/I/81Ft+WOsdiL._SY522_.jpg,Ynnis Éditions; Illustrated édition (18 mai 2022),Recits de voyages
